groupId,label,status,count,category,subcategory,confidence,homogeneity,reviewSampleSize,examples
wiper|щетка|aksessuary|prochie-aksessuary,Стеклоочистители,GROUP_REVIEW,36,aksessuary,prochie-aksessuary,0.9,1,12,"А-00160 AWM Щетка бескаркасная | А-00745 FELIX Щётка для снега телескопическая поворотная со скребком 100-138см | А-00910 Щетка для мытья 2-х секционная | А-01334 СА-59 Щётка для снега телескопическая усиленная рукоять из алюминиевого сплава | А-01405 Щетка с/очистителя SCT (ВАЗ-заднеприводные | А-01515 Щетка для снега телескопическая (большая) | А-01761 Щетка-скребок с мягкой ручкой, поворотная, телескоп. (90-130 см) AVS | А-02075 AWM H26R Щетка гибридная PREMIUM 65см, 71с"
steering_tip|наконечник|podveska|rulevye-nakonechniki,Рулевые наконечники,GROUP_REVIEW,34,podveska,rulevye-nakonechniki,0.82,1,12,"А-00772 Наконечник глушителя (нержавейка)303 | ИН-01675 DC17022 Наконечник р/т FORD TRANSIT лев./прав. | А-00076 Наконечник глушителя | А-00408 Наконечник глушителя | А-00889 Наконечник глушителя малый (нержавейка) | А-02134 Наконечник подкачки АС-108 | ДВГ-00432 Наконечник газовой тяги УАЗ, ГАЗ | ДВГ-01053 Наконечник на тягу газа КАМАЗ"
legacy_podveska_shlangi-gur|шланг-гур|podveska|shlangi-gur,shlangi-gur,GROUP_REVIEW,33,podveska,shlangi-gur,0.86,1,12,ХСГ-00481 Шланг ГУР УАЗ | ХСГ-00742 Шланг ГУР ГАЗ-31105 в сборе нагнетат. | ХСГ-01129 Шланг ГУР Г-3302 NEXT сливной с труб. | ДВГ-01754 Шланг ГУР УАЗ-452 нагнетательный | КЗ-00163 Шланг ГУР УАЗ | КЗ-00458 Шланг ГУР УАЗ-3160 сливной | РГ-00194 Рем ком-т шлангов ГУР ГАЗ-3110(дв.406) п | ХСГ-00042 Шланг ГУР УАЗ Патриот нагнетат. дв.409 2
wiper|поводок|aksessuary|prochie-aksessuary,Стеклоочистители,GROUP_REVIEW,32,aksessuary,prochie-aksessuary,0.9,1,12,"А-00259 Поводок задний Калина х/б | А-00285 Поводок ГАЗ-66 | А-01085 Поводок 31105 | А-00092 Поводок 01 | А-00093 Поводок 2108 | А-00286 Поводок с/очистителя ГАЗ-53, УАЗ-452 (с/о) | А-00287 Поводок УАЗ люкс | А-00289 Поводок Бычок"
legacy_aksessuary_instrumenty|шприц|aksessuary|instrumenty,instrumenty,GROUP_REVIEW,32,aksessuary,instrumenty,0.82,1,12,"ГСМ-00989 ЭДП Клей шприц большой | И-00147 Наконечник шприца 6-ти лепестковый 2-х рычажный, цанговый 51347 | И-00968 Шприц плунжерн.1,0 л. Буран | И-01457 Шприц плунжерный 120 мл GRIP | И-01937 Шприц плунжерный 200 мл АД | И-01956 Шприц плунжерный под тубу 400 мл | И-02006 Шланг шприца 300 мм армированный с цанговой насадкой 13686 | ГСМ-00296 Клей ЭДП эпоксидный в шприце 6 мл"
legacy_aksessuary_prochie-aksessuary|держател|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,32,aksessuary,prochie-aksessuary,0.82,1,12,"А-01589 Держатель телефона 42HD 33 | А-02234 Держатель телефона Mivo 22 | А-02271 Держатель для смартфонов универсальный AVS | А-02380 Держатель телефона Mivo mz-22 | О-00283 Держатель оптики ГАЗ, ЗИЛ | ЭОГ-00640 Держатель переключателя подрулевого Г-33 | А-00260 AVS AH-1507-М Автомобильный держатель разд | А-00321 Держатель тех. осмотра"
hub_bearing|подшипник-ступицы|podveska|stupicy,Ступицы и ступичные подшипники,GROUP_REVIEW,31,podveska,stupicy,0.945,1,12,ИН-00960 Подшипник ступицы | ИН-01243 GH040135 Подшипник ступицы MITSUBISHI LAN | ИН-01628 40-30024-SX Подшипник ступицы пер. | ПС-00151 FAG 713 6900 90 Подшипник ступицы LADA NIVA 2121 | ИН-00364 PSC-H004 Подшипник ступицы CHEVROLET AVE | ИН-00618 ABR1558 Подшипник ступицы RENAULT LOGAN с 2012 г. | ИН-00619 40-30004-SX Подшипник ступицы перед. VW | ИН-00737 713 6151 30 Подшипник ступицы KIA RIO 0
brake_disc|диск-торм|tormoznaya-sistema|tormoznye-diski,Тормозные диски,GROUP_REVIEW,31,tormoznaya-sistema,tormoznye-diski,0.86,1,12,"ТС-00086 Колодки дискового тормоза РосДот Стандарт | ТС-00087 Колодки дискового тормоза РосДот Стандарт ВАЗ 2121 (NIVA) и их модификации | ТСГ-00623 Колодки дискового тормоза РосДот Стандар | ИН-01176 FCR30B035 Колодка дискового тормоза зад. | КГ-01335 Шайба упорная з/м Г-ль NEXT 4,6 т КПП 6-ступ. (зад. диск. торм.) | ТС-00009 Колодки дискового тормоза РосДот Стандарт 2101-2107 и их модификации | ТС-00084 Колодки дискового тормоза РосДот Стандарт 2108-09 и их модификации | ТС-00267 Диск перед. тормоза ВАЗ 2180 VESTA"
legacy_aksessuary_prochie-aksessuary|салфетк|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,30,aksessuary,prochie-aksessuary,0.82,1,12,"А-00510 Салфетки полировочные | А-00545 Салфетки протирочные | А-01465 Салфетка в тубе GOODYEAR 43*32 см | А-01491 Салфетки, набор №171 (3 шт) | А-01735 PSV Салфетки после мойки | А-02058 Влажные салфетки для рук | А-02145 Салфетка микрофибра для уборки высокой плотности AVS MF-0421 (50х70 см) | ГСМ-00995 Sintec влажные салфетки для стёкол/рук/"
electrical_misc|переключатель|elektrika|prochaya-elektrika,Прочая электрика,GROUP_REVIEW,29,elektrika,prochaya-elektrika,0.856,1,12,"ЗЧМ-00071 Переключатель салонный 2141, 1 шт | ИН-00881 Переключатель | ЭО-00258 Переключатель рулевой 2108 нов. обр. | ЭОГ-00748 Переключатель рулевой КАМАЗ (завод) | ЗЧМ-00296 Центральный переключатель света Москвич | ЗЧМ-00316 Переключатель печки 2141 | ЗЧМ-00411 Переключатель рулевой Москвич | ЗЧМ-00646 Переключатель печки Москвич 412"
legacy_dvigatel-i-transmissiya_detali-dvigatelya|гбц|dvigatel-i-transmissiya|detali-dvigatelya,detali-dvigatelya,GROUP_REVIEW,29,dvigatel-i-transmissiya,detali-dvigatelya,0.82,1,12,КГ-01363 Шпилька ГБЦ 236-1003016-Б ЯМЗ | РГ-00246 Рем. комплект ГБЦ-12/14х190 | ИН-01680 Болт ГБЦ 16 кл. Рено (за 1 шт) | К-00315 Болт ГБЦ Лада-Гранта | К-00748 Болт ГБЦ 01 н/о звезд. | К-00812 Шайба болта ГБЦ ВАЗ 2108 | К-00813 Шайба болта ГБЦ ВАЗ 2112 | К-00902 К-т болтов ГБЦ 8 кл.
legacy_elektrika_osveshchenie|плафон|elektrika|osveshchenie,osveshchenie,GROUP_REVIEW,28,elektrika,osveshchenie,0.82,1,12,О-00226 Плафон салона 2141 | О-00275 Плафон салона ГАЗ-24 | О-00516 Плафон салона ГАЗ-3302 Бизнес | О-00573 Плафон салона Газель н.обр. | О-00730 Плафон кабины Г-3221 с/о | О-00731 Плафон салона УАЗ-Патриот 16.3714-01 3-х к | А-01144 Плафон салона диодный | О-00020 Плафон салона
legacy_elektrika_signalizatsii|сигнализац|elektrika|signalizatsii,signalizatsii,GROUP_REVIEW,28,elektrika,signalizatsii,0.82,1,12,"А-00242 Сигнализация ""GUARD"" | А-00342 Сигнализация ""CEN MAY"" с обратной связью и | А-00738 Сигнализация ""Мангуст"" с пейджером | А-00803 Брелок с сигнализацией | А-00911 Сигнализация ""Терминатор"" (пейджер, автоза | А-00935 Сигнализация ""Беркут"" (с пейджером) | А-01027 Сигнализация ""STARLINE"" А-61 | А-01372 Сигнализация с автозапуском с обр. связью"
legacy_aksessuary_avtohimiya|грунт|aksessuary|avtohimiya,avtohimiya,GROUP_REVIEW,27,aksessuary,avtohimiya,0.82,1,12,"ГСМ-00315 REOFLEX Грунт 1К серый акриловый, 520 мл аэрозоль | ГСМ-00817 KUDO Грунт-эмаль по ржавчине серая | ГСМ-00826 RX P-05 REOFLEX Грунт 1К по пластмассе, 520 мл | ГСМ-00189 Керри Грунтовка аэрозоль 520 мл | ГСМ-00229 Грунтовка ""Боди"" 1кг серая,коричневая | ГСМ-00395 Грунтовка ""Боди"" аэрозоль коричневая, се | ГСМ-00438 BODY PRO P981 Грунт эпоксидный серый аэрозоль, 400 мл | ГСМ-00515 Грунтовка ""Боди"" акриловая"
legacy_dvigatel-i-transmissiya_sceplenie|пгу|dvigatel-i-transmissiya|sceplenie,sceplenie,GROUP_REVIEW,27,dvigatel-i-transmissiya,sceplenie,0.82,1,12,ДВГ-00773 ПГУ КАМАЗ | РГ-00442 Ремкомп.-т КАМАЗ ПГУ (завод) | СЦГ-00167 ПГУ нов. обр. | СЦГ-00184 Корпус ПГУ перед. | СЦГ-00202 ПГУ ЕВРО МАЗ | СЦГ-00208 Трубка КАМАЗ ПГУ длинная | ДВГ-00275 Шланг ПГУ Зил-Бычок | ДВГ-00377 ПГУ КАМАЗ-5320 (завод)
legacy_aksessuary_prochie-aksessuary|прикуривател|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,26,aksessuary,prochie-aksessuary,0.82,1,12,"А-00087 Прикуриватель (тройник) | А-01071 Вольтметр в прикуриватель | А-01916 Тройник прикуривателя 1527 | А-01955 Тройник прикуривателя USB 1639 | ИН-01431 Прикуриватель в сборе Рено Логан (квадрат | ЭОГ-00932 Прикуриватель универсальный | А-01072 ""ALCO"" двойник прикуривателя | А-01127 Разветвитель прикуривателя 12/24 (на 2 вых"
legacy_podveska_shlangi-gur|шланг-гура|podveska|shlangi-gur,shlangi-gur,GROUP_REVIEW,26,podveska,shlangi-gur,0.86,1,12,"ХСГ-00524 Шланг Гура ГАЗ-66 | ХСГ-01336 Шланг Гура ГАЗ-66, за 1 шт | ДВГ-01283 Шланг Гура ЕВРО-КАМАЗ | КЗ-00441 Шланг Гура УАЗ-3160 | ХС-00015 Шланг Гура Шеви-Нива | ХС-00364 Шланги Гура ЛАДА-Приора (к-т) | ХС-00394 Шланги ГУРа 2110 ст. обр. (2 шт) | ХСГ-00177 Шланг Гура КАМАЗ"
wiring|разъем|elektrika|provodka,Проводка,GROUP_REVIEW,25,elektrika,provodka,0.87,1,12,КГ-00119 Разъём для шланга елка Т-образный 6мм | А-01899 Диагностический разъём с Bluetooth (ОВД) | А-01900 Диагностический разъём с Wi-Fi (ОВД) | А-01926 Разъём диагностический BLUETOO ELM 327 | А-02222 Диагностический разъём Exposer Wi-Fi 327 | А-02243 Диагностический разъём ELM 327 (EXPOSER) | ИН-01421 Разъём-переходник KIA HY-01 | КГ-01107 Разъём кузовной д.27
legacy_dvigatel-i-transmissiya_sceplenie|выжимной|dvigatel-i-transmissiya|sceplenie,sceplenie,GROUP_REVIEW,25,dvigatel-i-transmissiya,sceplenie,0.82,1,12,ПГ-00204 Выжимной в сборе УАЗ (под лепестк. сцепле | ПС-00091 Выжимной в сборе 2101-07 (импорт) | Р-00070 Выжимной Зил-130 | ИН-00084 Выжимной Рено-Логан | ПГ-00037 Выжимной МАЗ-Зубренок | ПГ-00066 Выжимной в сборе ГАЗ-53 (ЗМЗ) | ПГ-00117 Выжимной Таврия в сборе | ПГ-00184 Выжимной в сборе Зил-130 нов. обр. усилен
auto_chemistry|краск|aksessuary|avtohimiya,Автохимия,GROUP_REVIEW,23,aksessuary,avtohimiya,0.82,1,12,"ГСМ-00877 Смывка стар краск., Боди 1л | ГСМ-01353 BODY HB Смывка старой краски 1 л | И-00148 Фен для обжигания краски 2000W 70-550 С* | И-00389 Набор краскопультов | И-01342 Краскопульт HVLP H-827 1,4мм верх. бачок 600 мл | И-01474 Фен для обжигания краски 2000 Вт | И-01483 Емкость для краски 2,3 л | ГСМ-00201 Смывка краски"
legacy_aksessuary_avtohimiya|шампун|aksessuary|avtohimiya,avtohimiya,GROUP_REVIEW,23,aksessuary,avtohimiya,0.82,1,12,"ГСМ-00371 TW Суперконц. шампунь с полировочным эффектом | ГСМ-00474 Шампунь д/бесконт. мойки 1-я фаза DETAIL, 5 кг | ГСМ-00843 Шампунь с воском (концентрат) DW8126 | ГСМ-00893 Grаss Шампунь бесконтактный, 6 л | ГСМ-01343 Шампунь для бесконтактной мойки ""розовая | ГСМ-01477 AGA105 Шампунь для бесконтактной мойки автомобиля, концентрат, 1 кг | ГСМ-01554 ""Грасс"" Шампунь для бесконтактной мойки, | А-00607 Шампунь ""Горячий воск"""
body_brackets|крепление|kuzov-i-optika|kronshteyny-i-krepleniya,Кронштейны и крепления кузова,GROUP_REVIEW,22,kuzov-i-optika,kronshteyny-i-krepleniya,0.84,1,12,"Р-00028 Брызговики 2101 зад. с креплением | Р-00080 Брызговики 2121 зад. с креплением | ХСГ-01132 Крепление демпфера рулев. УАЗ-Хантер, Па | К-00543 Крепление трубок гребёнка 2-я | К-00544 Крепление трубок гребёнка 3-я | К-00545 Крепление трубок двойное | К-00763 Крепление номерного знака | К-00768 Крепление трубок гребёнка (118) 5 трубок"
electrical_misc|кнопка|elektrika|prochaya-elektrika,Прочая электрика,GROUP_REVIEW,22,elektrika,prochaya-elektrika,0.852,1,12,К-00205 Кнопка сигнализации | А-02379 Вольтметр З.У. 5 В кнопка GH-DS126 | ЗЧМ-00621 Кнопка дверная 2141 | ИН-00296 30624 Кнопка RENAULT LOGAN | ИН-00550 Кнопка включения аварийной сигнализации Д | К-00024 Кнопка блокировки двери 2190 Гранта | К-00056 Кнопка дверная ВАЗ | К-00204 Кнопка дверная ВАЗ 2101-07
legacy_dvigatel-i-transmissiya_toplivnaya-sistema|дроссель|dvigatel-i-transmissiya|toplivnaya-sistema,toplivnaya-sistema,GROUP_REVIEW,22,dvigatel-i-transmissiya,toplivnaya-sistema,0.82,1,12,"ДВ-00107 Дроссельная подушка 2110 (пустая) | ДВ-00189 Дроссельная подушка ""Шеви-Нива"" | ДВ-00285 Дроссельная подушка 2110 в сборе | ДВ-00406 Дроссельная подушка 16 кл. дв. ВАЗ | ДВ-00660 Дроссельная заслонка ВАЗ-1118,2170,21214 | ДВГ-00836 Дроссель ГАЗ (дв. 405, 409) в сборе | ДВ-00543 Дроссель электронный (н. обр.) 2114-2115 | ДВ-00584 Дроссель электрич. 21126 Приора, Шеви-Нив"
cooling|вентилятор|dvigatel-i-transmissiya|ohlazhdenie,Охлаждение,GROUP_REVIEW,21,dvigatel-i-transmissiya,ohlazhdenie,0.86,1,12,"А-00004 Вентилятор ALCO | А-00979 Вентилятор ""Valgo"" | А-00372 Вентилятор | А-00554 Вентилятор бол. 12В/24В | А-00615 Вентилятор (Россия) | А-00773 Дезодорант гелевый (вентилятор) | А-01102 Вентилятор автомобил. JT Comfort 9041J 12В 5"" | А-02339 Вентилятор двойной JT Comfort 8062J 12В"
electrical_misc|компьютер|elektrika|prochaya-elektrika,Прочая электрика,GROUP_REVIEW,21,elektrika,prochaya-elektrika,0.85,1,12,"А-00161 Компьютер ""Штат"" 2110 (голосовой) | А-00585 Компьютер 2115 (говорящий) | А-00759 Компьютер 2115 | А-01011 Компьютер Шеви-Нива | А-01051 Компьютер ШТАТ н/о 2107 | А-01283 Борт. компьютер ""Мультитроник"" Х 2110 | А-00205 Компьютер маршрутный 2110 ""Штат"" мультидис | А-00283 Компьютер ""Штат"" 5К-21 Нива"
interior|обшивка|kuzov-i-optika|elementy-salona,Элементы салона,GROUP_REVIEW,21,kuzov-i-optika,elementy-salona,0.856,1,12,"А-00474 Обшивка салона 2108 (к-т) | КР-00003 Задняя обшивка стоек ВАЗ 2108 (1 к-т, 2 ш | КР-00325 Обшивка задней двери Нива | КР-00326 Обшивка пола Нива (средняя) | КР-00327 Обшивка задней двери ВАЗ 2112 | КР-00339 Обшивка багажника 2107 | КР-00441 Обшивка двери 2110 (к-т) | А-00212 Обшивка дверей мягкая 2101-07"
legacy_aksessuary_instrumenty|сверло|aksessuary|instrumenty,instrumenty,GROUP_REVIEW,21,aksessuary,instrumenty,0.82,1,12,"И-00047 Сверло от 5 мм | И-00010 Сверло 3,0 мм (3 шт) ТЕХМАШ | И-00152 Сверло д.12 | И-00530 Сверло от 1.5 до 4.8 | И-00688 Сверло № 5, 6, 7 | И-00851 Сверло 2,0 мм (3 шт) 13613 | И-00852 Сверло 2,5 мм (3 шт) 13615 | И-00884 Сверло № 10"
legacy_elektrika_prochaya-elektrika|зажиган|elektrika|prochaya-elektrika,prochaya-elektrika,GROUP_REVIEW,21,elektrika,prochaya-elektrika,0.82,1,12,"ЗЧМ-00554 Личинки с замком зажигания 2141, к-т 3 ш | ИН-00889 JP9050002 Контактная группа замка зажиган | ЭОГ-00586 Комплект бесконтактного зажигания Волга | ЗЧМ-00597 Бесконтактная система зажигания Москвич | ИН-00201 Контактная группа замка зажигания Дэу-Нек | ИН-00660 662159 Контактная группа замка зажигани | К-00285 Болт замка зажигания 2108 | К-00449 Болт замка зажигания 2110"
legacy_tormoznaya-sistema_remkomplekty-tormoznoy-sistemy|ремкомплект-суппорт|tormoznaya-sistema|remkomplekty-tormoznoy-sistemy,remkomplekty-tormoznoy-sistemy,GROUP_REVIEW,21,tormoznaya-sistema,remkomplekty-tormoznoy-sistemy,0.86,1,12,ИН-01352 410028 ERT Ремкомплект крепежа суппорта | РГ-00070 Ремкомплект суппорта Газель | ЗЧМ-00255 Ремкомплект суппорта 2140 | ЗЧМ-00326 Ремкомплект суппорта 2141 | ЗЧМ-00415 Ремкомплект суппорта 2140 | ЗЧМ-00563 Ремкомплект суппорта 2141 | ИН-01316 77А1195 Ремкомплект суппорта (пыльник) | ИН-01379 113-1424Х Ремкомплект крепежа суппорта
legacy_aksessuary_prochie-aksessuary|книга|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,20,aksessuary,prochie-aksessuary,0.82,1,8,"А-00008 Книга ""Валдай"" | А-00546 Книга святогор | А-00574 Книга ""Лада Гранта"" | А-00801 Книга ВАЗ с каталогом | А-01087 Книга ""Газель"" | А-01752 Книга по ремонту LADA VESTA | А-01753 Книга по ремонту LADA X-RAY | А-01754 Книга по ремонту Рено-Логан"
legacy_tormoznaya-sistema_remkomplekty-tormoznoy-sistemy|ремкомплект-торм|tormoznaya-sistema|remkomplekty-tormoznoy-sistemy,remkomplekty-tormoznoy-sistemy,GROUP_REVIEW,20,tormoznaya-sistema,remkomplekty-tormoznoy-sistemy,0.86,1,8,ЗЧМ-00327 Ремкомплект тормозного цилиндра 412 | ЗЧМ-00256 Ремкомплект тормозных цилиндров Москвич | ЗЧМ-00328 Ремкомплект тормозного цилиндра 2140-214 | ЗЧМ-00330 Ремкомплект ручного тормоза 2141 | ЗЧМ-00505 Ремкомплект регулятора тормозов 2141 | ИН-01500 Ремкомплект стояночного тормоза MITSUBISHI 105-0788 | РГ-00045 Ремкомплект тормозных цилиндров УАЗ | РГ-00051 Ремкомплект тормозных цилиндров Зил-Бычок
wiring|фишка|elektrika|provodka,Проводка,GROUP_REVIEW,19,elektrika,provodka,0.87,1,8,ЭОГ-00794 Фишка модуля зажигания 405 ЕВРО-3 | ЭОГ-00801 Фишка зад. фонаря Газель (мама) | ЭОГ-00905 Фишка катушки зажигания 405 дв. Е-2 | ЭОГ-00915 Фишка катушки зажигания дв. 4216 | ЭО-00175 Фишка заднего фонаря 2105-08 | ЭО-00436 Фишка предохран. усиленная | ЭО-00499 Фишка фонаря НВ-4 керамика | ЭО-00522 Фишка заднего фонаря 2110
misc_accessories|пленка|aksessuary|prochie-aksessuary,Прочие аксессуары,GROUP_REVIEW,19,aksessuary,prochie-aksessuary,0.852,1,8,"А-00401 Пленка тонирующая с переходом | А-01574 MTF Пленка PREMIUM 0,5м | А-01575 MTF Пленка PREMIUM 0,75м | А-02109 Плёнка тонирров. MTF 1мх3м | А-02137 TOR Маскировочная пленка 1100ммх33мм с клеящей лентой (стат. эффект) | А-00010 Плёнка с переходом 75 см | А-00097 Плёнка тонирующая | А-00277 Пленка тонирующая 5%, 0,5 м MTF (Корея)"
legacy_aksessuary_shiny-i-diski|болт-колес|aksessuary|shiny-i-diski,shiny-i-diski,GROUP_REVIEW,19,aksessuary,shiny-i-diski,0.86,1,8,"КГ-01297 Болт колёс М14х1.5 L=62 сфера | ЗЧМ-00059 Болт колес 2141 | К-00099 Болт колёс ВАЗ 01-08 | К-00105 Болт колёс Нива | К-00439 Болт колесный ВАЗ 2112 12Х1.25 | К-00573 Болт колес для иномарок д. 12,14 | К-00596 Болт колесный 12/1,5 | К-00705 Комп.-т болтов колес 12х1.25 п/диски"
legacy_tormoznaya-sistema_tormoznye-trubki|трубка-торм|tormoznaya-sistema|tormoznye-trubki,tormoznye-trubki,GROUP_REVIEW,19,tormoznaya-sistema,tormoznye-trubki,0.86,1,8,ОК-00026 Трубка тормозная левая магист. | ОК-00122 Трубка тормозная правая магист. | ТС-00002 Трубка тормозная 2101-08 | ТС-00121 Трубка тормозная медная зад. левая 70 см | ТС-00197 Трубка торм. 2110 от регул. к лев. задн. | ТС-00198 Трубка торм.2110 от регул. к прав. торм. | ТС-00208 Трубка тормозная 2101-07 пер. прав. | ТС-00211 Трубка тормозная медная зад. правая 2101-
body_decor|спойлер|kuzov-i-optika|obves-i-dekor,Обвес и декор,GROUP_REVIEW,18,kuzov-i-optika,obves-i-dekor,0.875,1,8,"А-00671 Спойлер багажника 2107 | А-00882 Спойлер 2114, 1 м | А-00891 Спойлер зад. Ока | А-00998 Спойлер задний Шеви-Нива | А-01230 Спойлер багажника (все модели) | КЗ-00363 Спойлер крыла УАЗ (широк. к-т) | А-00122 Спойлер Нива, Лада | А-00126 Спойлер 2108"
fuel_filter|фильтр-топлив|filtry-i-masla|toplivnye-filtry,Топливные фильтры,GROUP_REVIEW,18,filtry-i-masla,toplivnye-filtry,0.86,1,8,ДВГ-01119 Фильтр тонкой очистки топлива УАЗ (ЗМЗ-5 | ДВГ-01921 Фильтр грубой очистки топлива DIFA-6403 | ИН-00742 РЕ 973/4 Фильтрующий элемент топлива VW C | ДВГ-00659 Фильтр грубой очистки топлива R-90P | ДВГ-00695 Фильтр грубой очистки топлива FS-190678 | ДВГ-00761 Крепление фильтра топливного ГАЗ (дв. 40 | ДВГ-00982 Фильтр т/очист. топлива Г-зон NEXT | ДВГ-01555 Фильтр грубой очистки топлива Валдай 3.8
headlight|фары|kuzov-i-optika|fary,Фары,GROUP_REVIEW,18,kuzov-i-optika,fary,0.9,1,8,"А-00472 Накладка под фары 2110 (2 шт) | А-02291 Фары 2115 (тюнинг), 2 шт | ИН-00702 Фары пр.21511В7RLEMN2,лев.21511В7LLEMN2 | ИН-00735 Кожух крышки фары Chevrolet | О-00645 Фары тракторные (рефленые) | О-00672 Фары тракторные средние | О-00673 Фары тракторные большие | О-00949 MTF Фары противотум. диодные линза 12В 10Вт, 2 шт"
legacy_dvigatel-i-transmissiya_vyhlopnaya-sistema|катализатор|dvigatel-i-transmissiya|vyhlopnaya-sistema,vyhlopnaya-sistema,GROUP_REVIEW,18,dvigatel-i-transmissiya,vyhlopnaya-sistema,0.82,1,8,Г-00183 Катализатор 2110 | Г-00297 Катализатор ГАЗ-3302 Евро-3 нержав. | Г-00365 Коллектор выпускной Калина с катализатором | Г-00394 Коллектор с катализатором ЛАДА-Калина 16 к | Г-00589 Катализатор Соболь Е-3 дв.4216 | РГ-00277 Рем.к-т катализатора УАЗ-Патриот | Г-00100 Труба-вставка вместо катализатора ВАЗ 2108-2110 | Г-00129 Заменитель катализатора Газель ЕВРО-3
tools|щуп|aksessuary|instrumenty,Инструменты,GROUP_REVIEW,17,aksessuary,instrumenty,0.88,1,8,ИН-00375 Щуп уровня масла 30661 | ИН-00853 JP103100002 Наконечник щупа масляного | ДВ-00021 Щуп двигателя | ДВ-00196 Щуп с трубкой 16-клапан. двигатель ВАЗ | ДВ-00472 Резинка щупа ВАЗ 2112 16 кл. | ДВ-00710 Щуп двигателя 2108 | ДВГ-01154 Щуп двигателя в сборе МАЗ | ДВГ-01424 Щуп двигателя Газель Бизнес
starter|стартер|elektrika|startery,Стартеры,GROUP_REVIEW,17,elektrika,startery,0.88,1,8,ЭО-00055 Ремкомплект стартера 2108-09 КЭТК | ЭОГ-00409 Ремкомплект стартера Волга | РГ-00106 Ремкомплект стартера КАМАЗ | ЭО-00045 Ремкомплект стартера 2101-07 КЭТК | ЭО-00243 Ремкомплект стартера 2101 | ЭО-01048 Бендикс ВАЗ 2101-07 к стартеру 5722.3708 | ЭО-01049 Бендикс ВАЗ 2108-09 к стартеру 2108.3708 | ЭО-01050 Бендикс ВАЗ 2110 к стартеру 2110.3708 57
interior|полка|kuzov-i-optika|elementy-salona,Элементы салона,GROUP_REVIEW,17,kuzov-i-optika,elementy-salona,0.864,1,8,А-00101 Полка зад. п 2104-08 | А-00102 Полка зад. п 2109 | А-00480 Полка задней панели ВАЗ 2101-07 | А-00487 Полка задняя 2101-07 пластмасса | А-01710 Полка аккустическая с опорами 2172 | А-01711 Полка аккустическая 2108-09 | А-00028 Полка задняя Нива | А-00379 Полка зад. 21099
legacy_aksessuary_bezopasnost|трос-буксир|aksessuary|bezopasnost,bezopasnost,GROUP_REVIEW,17,aksessuary,bezopasnost,0.86,1,8,"А-00135 Трос буксировочный 27 т 6 м/120 мм | А-00695 Трос буксировочный 31,5 т, 5 м | А-00748 Трос буксировочный 10 т | А-01496 Трос буксировочный 12 т ленточный с петлями | А-02052 Трос буксировочный ""Стропа"" 10 т | И-01729 Трос буксиров. металл 6 т (6 м) Ф8 | А-00137 Трос буксировочный | А-00608 Трос буксировочный 12 т"
legacy_kuzov-i-optika_obves-i-dekor|ветровик|kuzov-i-optika|obves-i-dekor,obves-i-dekor,GROUP_REVIEW,17,kuzov-i-optika,obves-i-dekor,0.82,1,8,"А-00873 Ветровики клеющиеся (все модели) | А-01816 Ветровики ЗИЛ-Бычок (клей) | А-02373 Ветровики Шеви-Нива Тревел | А-02412 Ветровики Лада Ларгус 6 окон | А-00027 Ветровики | А-00077 Ветровики-дефлекторы УАЗ-Патриот (клеющиес | А-00145 Ветровик Гранта 2191 | А-00739 Ветровики ЗИЛ, МАЗ, КАМАЗ"
legacy_aksessuary_shiny-i-diski|шпилька-колеса|aksessuary|shiny-i-diski,shiny-i-diski,GROUP_REVIEW,17,aksessuary,shiny-i-diski,0.86,1,8,"ИН-01045 94501734GM Шпилька колеса перед. Chevro | КГ-00138 Шпилька колеса ГАЗ-3307 правая(нов. обр.) | КГ-00320 Шпилька колеса ГАЗ-3310 ""Валдай"" перед. | КГ-00592 Болт (шпилька) колеса М12*1.25*65/14 | КГ-00593 Болт (шпилька) колеса М12*1.5*65/12 | КГ-00594 Болт (шпилька) колеса М12*1.5*65/13 | КГ-00595 Болт (шпилька) колеса М12*1.5*65/14 | КГ-00596 Болт (шпилька) колеса М12*1.5*65/15"
legacy_dvigatel-i-transmissiya_vyhlopnaya-sistema|металлорукав|dvigatel-i-transmissiya|vyhlopnaya-sistema,vyhlopnaya-sistema,GROUP_REVIEW,17,dvigatel-i-transmissiya,vyhlopnaya-sistema,0.82,1,8,Г-00057 Металлорукав КАМАЗ 90х490 сталь | Г-00105 Металлорукав | Г-00480 Металлорукав КАМАЗ Евро-4 с 2 V-обр. хомут | Г-00299 Металлорукав МАЗ-500 сталь | Г-00398 Металлорукав КАМАЗ Евро нерж. ребр. | Г-00401 Металлорукав в сб. КАМАЗ-5320 в оплётке 5320-1203012-10 | Г-00463 Металлорукав КАМАЗ (нерж.) | Г-00472 Металлорукав КАМАЗ 65115
